번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,PHONE_NUMBER,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
219,304000001020190001,1,영업/정상,0,정상,,서울특별시 광진구 자양동 681번지 ,02-455-5975,"서울특별시 광진구 자양로 48, 104호 (자양동)",5112.0,아이본 동물병원,2019-03-17,127.08575245226356,37.532374613191834
220,304000001020210001,1,영업/정상,0,정상,,서울특별시 광진구 자양동 612-56 ,02-2039-9930,"서울특별시 광진구 자양로15길 30, 1층 (자양동)",5055.0,우주동물병원,2021-07-15,127.0819000900277,37.53568513904058
221,304000001020120002,1,영업/정상,0,정상,,서울특별시 광진구 광장동 582번지 ,457-7582,서울특별시 광진구 아차산로 537-17 (광장동),4983.0,나루동물병원,2019-03-08,127.09956206393376,37.54317962714008
222,304000001020120003,1,영업/정상,0,정상,,서울특별시 광진구 중곡동 193-29 ,499-7582,서울특별시 광진구 면목로 142 (중곡동),4908.0,다온동물병원,2021-07-31,127.0814786952818,37.56595240975167
223,304000001020130002,1,영업/정상,0,정상,,서울특별시 광진구 자양동 606-27번지 ,456-0975,서울특별시 광진구 뚝섬로52길 4 (자양동),5099.0,자양동물병원,2019-03-08,127.07934914859422,37.53179358775384
224,304000001020130003,1,영업/정상,0,정상,,서울특별시 광진구 중곡동 166-6번지 ,464-7588,"서울특별시 광진구 능동로 407, 2층 (중곡동)",4908.0,드림펫 동물병원,2019-03-08,127.08379555626935,37.56543223514963
225,304000001020080003,1,영업/정상,0,정상,,서울특별시 광진구 자양동 236-127번지 ,464-2748,서울특별시 광진구 뚝섬로 462 (자양동),5081.0,노룬산동물병원,2019-03-08,127.0617782394941,37.53688770418288
226,304000001020180001,1,영업/정상,0,정상,,서울특별시 광진구 중곡동 162-8번지 ,02-464-7582,서울특별시 광진구 능동로43길 3-5 (중곡동),4915.0,스마트동물병원군자점,2020-04-23,127.08123588377649,37.56083006333615
227,304000001019970002,1,영업/정상,0,정상,,서울특별시 광진구 구의동 659번지 세림리오빌아파트 제비1-1호,457-0292,서울특별시 광진구 아차산로 451 (구의동),5046.0,프라임동물병원,2019-03-08,127.09199075354036,37.539304052873035
228,304000001019990002,1,영업/정상,0,정상,,서울특별시 광진구 광장동 517-5번지 삼익아파트 ,444-7533,서울특별시 광진구 아차산로 493 (광장동),4984.0,동서울동물병원,2019-03-08,127.09619690094907,37.54179866746541
229,304000001020000001,1,영업/정상,0,정상,,서울특별시 광진구 자양동 680번지 ,456-4466,서울특별시 광진구 자양로 94 (자양동),5051.0,시민동물병원,2019-03-08,127.08407821553446,37.53613914160765
230,304000001020000002,1,영업/정상,0,정상,,서울특별시 광진구 화양동 216번지 ,467-3673,서울특별시 광진구 광나루로 392-1 (화양동),5009.0,피카소동물병원,2019-04-20,127.07327667856497,37.54729229363804
261,305000001020070001,1,영업/정상,0,정상,,서울특별시 동대문구 신설동 109-13번지 청계천 대성 스카이렉스1 ,02-2234-1379,"서울특별시 동대문구 청계천로 417, 108호 (신설동, 청계천 대성 스카이렉스1)",2586.0,맑은 동물병원,2019-03-09,127.0239120108285,37.57199845121318
263,305000001020110001,1,영업/정상,0,정상,,서울특별시 동대문구 용두동 38-17번지 ,02-3295-3927,서울특별시 동대문구 고산자로 393-5 (용두동),2566.0,엘동물병원,2019-03-09,127.03762947014728,37.574670465341356
264,305000001020130003,1,영업/정상,0,정상,,서울특별시 동대문구 전농동 652-1번지 ,02-2242-7975,서울특별시 동대문구 답십리로 77 (전농동),2552.0,제연동물병원,2019-03-09,127.04962175884322,37.575126585455266
265,305000001020130004,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 335-3 ,02-2215-7522,서울특별시 동대문구 답십리로 298 (장안동),2637.0,VIP동물의료센터,2021-08-13,127.07355506828767,37.571964731215004
266,305000001020130005,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 374-3번지 ,02-2249-7600,"서울특별시 동대문구 장한로 77, 가나빌딩 (장안동)",2625.0,페트로동물의료원,2019-03-09,127.06850746337156,37.567874298105
267,305000001020140001,1,영업/정상,0,정상,,서울특별시 동대문구 휘경동 267-84 ,02-6242-7500,서울특별시 동대문구 망우로 66 (휘경동),2496.0,하나동물병원,2021-03-10,127.06096030057475,37.58949259732862
268,305000001020140002,1,영업/정상,0,정상,,서울특별시 동대문구 회기동 62-8번지 ,02-969-7579,서울특별시 동대문구 회기로18길 46 (회기동),2460.0,봄봄동물병원,2019-03-09,127.05404919827801,37.59034381537159
269,305000001020150001,1,영업/정상,0,정상,,서울특별시 동대문구 전농동 322-31번지 ,02-6242-8275,서울특별시 동대문구 사가정로 51 (전농동),2553.0,아띠동물의료센터,2019-03-09,127.05233301632775,37.573740810640444
270,305000001020160001,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 483 ,02-2242-0175,"서울특별시 동대문구 한천로 164, 1층 (장안동)",2529.0,스마트동물병원,2021-01-10,127.06767817801989,37.57551298358761
271,305000001020170001,1,영업/정상,0,정상,,서울특별시 동대문구 이문동 292-10번지 이문동 웰츠타워 ,02-965-0075,"서울특별시 동대문구 이문로 136, 2층 208호 (이문동, 이문동 웰츠타워)",2418.0,바론동물병원,2019-06-28,127.06189469597874,37.59848837280965
272,305000001020170002,1,영업/정상,0,정상,,서울특별시 동대문구 답십리동 1003-2번지 세기프라자 ,02-2213-8875,"서울특별시 동대문구 답십리로 140, 세기프라자 2층 211호 (답십리동)",2598.0,더케이동물병원,2019-03-09,127.05564224956846,37.57247268946796
273,305000001020180001,1,영업/정상,0,정상,,서울특별시 동대문구 답십리동 490-57번지 ,02-2242-7510,서울특별시 동대문구 전농로 15-3 (답십리동),2605.0,하이유 동물병원,2019-03-09,127.05590756195654,37.56662024969352
274,305000001019900002,1,영업/정상,0,정상,,서울특별시 동대문구 휘경동 34-48번지 ,02-2244-7755,서울특별시 동대문구 망우로 120 (휘경동),2501.0,심재웅동물병원,2019-03-09,127.06651544667284,37.59110328974754
275,305000001019970001,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 100-8번지 ,02-2244-7479,서울특별시 동대문구 사가정로 221 (장안동),2518.0,박철환동물병원,2019-03-09,127.069692813942,37.57891554187317
276,305000001019980001,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 186-12번지 ,02-2212-5233,"서울특별시 동대문구 한천로 94, 1층 (장안동)",2626.0,뉴월드동물병원,2019-04-27,127.0645337033074,37.56960341419666
277,305000001019990001,1,영업/정상,0,정상,,서울특별시 동대문구 답십리동 53-6번지 ,02-2214-6129,서울특별시 동대문구 전농로 86-1 (답십리동),2606.0,그랜드동물병원,2019-03-09,127.05763705547356,37.572660317698514
278,305000001019990002,1,영업/정상,0,정상,,서울특별시 동대문구 이문동 324-3 ,02-967-0877,서울특별시 동대문구 이문로 80 (이문동),2440.0,애니케어동물병원,2021-10-14,127.05886785717351,37.59404027256055
279,305000001019990003,1,영업/정상,0,정상,,서울특별시 동대문구 청량리동 359번지 ,02-963-7582,"서울특별시 동대문구 홍릉로 48-1, 1층 (청량리동)",2484.0,푸른종합동물병원,2020-01-11,127.04407059972982,37.58458516306944
280,305000001020010001,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 307-3번지 ,02-2215-2022,서울특별시 동대문구 장한로 139 (장안동),2530.0,장평25시동물종합병원,2019-03-09,127.07139172957456,37.57290204742258
281,305000001020030001,1,영업/정상,0,정상,,서울특별시 동대문구 용두동 732-5번지 ,02-925-3686,"서울특별시 동대문구 안암로 40, 1층 (용두동)",2578.0,안암동물병원,2019-03-09,127.0267915838305,37.580547828567695
282,305000001020040001,1,영업/정상,0,정상,,서울특별시 동대문구 전농동 38-24번지 ,02-2244-1081,서울특별시 동대문구 사가정로 121 (전농동),2507.0,주주동물병원,2019-03-09,127.05847809764073,37.57786871950275
283,305000001020050004,1,영업/정상,0,정상,,서울특별시 동대문구 청량리동 400번지 ,02-960-7501,서울특별시 동대문구 홍릉로 64-1 (청량리동),2484.0,디아크동물병원,2019-03-09,127.0435316408911,37.585943918957035
284,305000001020200002,1,영업/정상,0,정상,,서울특별시 동대문구 답십리동 52-3 ,02-2217-8930,"서울특별시 동대문구 전농로 80, 1층 (답십리동)",2606.0,아이원 동물병원,2020-09-18,127.05759267003772,37.57194872981387
285,305000001020200001,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 435-6번지 ,02-2213-0075,"서울특별시 동대문구 장한로 44, 1층 (장안동)",2643.0,아인스동물병원,2020-01-12,127.0673870661698,37.565070521886575
286,305000001020170003,1,영업/정상,0,정상,,서울특별시 동대문구 장안동 330-2번지 ,02-2212-7596,"서울특별시 동대문구 답십리로 293, 1층 (장안동)",2523.0,현대종합동물병원,2019-07-24,127.07305558017414,37.57250673833485
287,305000001020210001,1,영업/정상,0,정상,,서울특별시 동대문구 답십리동 3-125 ,02-3394-7075,서울특별시 동대문구 답십리로 224-1 (답십리동),2610.0,땅콩동물병원,2021-05-09,127.0652661356853,37.57258295493639
309,305000001020100001,1,영업/정상,0,정상,,서울특별시 동대문구 용두동 790번지 롯데캐슬피렌체 ,02-957-7075,"서울특별시 동대문구 정릉천동로 58, 1층 125호 (용두동, 롯데캐슬피렌체)",2566.0,그린동물병원,2019-03-09,127.03572143904137,37.57718453062543
310,306000001020200002,1,영업/정상,0,정상,,서울특별시 중랑구 묵동 238-8 하태윤산부인과 ,949-7577,"서울특별시 중랑구 동일로 925, 3층 (묵동)",2005.0,치료해 주오,2022-02-13,127.07681453477063,37.612956403815055
311,306000001020060001,1,영업/정상,0,정상,,서울특별시 중랑구 면목동 353-25번지 ,2207-9931,서울특별시 중랑구 면목로 273 (면목동),,주연동물병원,2018-08-31,127.08570676842993,37.57729473342183
312,306000001020060002,1,영업/정상,0,정상,,서울특별시 중랑구 신내동 571-8번지 ,432-7530,서울특별시 중랑구 신내로10길 7 (신내동),2069.0,진서동물병원,2019-03-08,127.09592363151589,37.60469896001905
313,306000001020060003,1,영업/정상,0,정상,,서울특별시 중랑구 망우동 490-7번지 신인빌딩 ,436-7311,"서울특별시 중랑구 망우로 396, 신인빌딩 (망우동)",2163.0,세진동물병원,2019-03-08,127.09625445418062,37.598681108112615
314,306000001020060006,1,영업/정상,0,정상,,서울특별시 중랑구 면목동 103-4 1층 ,492-9303,"서울특별시 중랑구 겸재로 207, 1층 (면목동)",2162.0,숲속동물병원,2021-08-01,127.090561718554,37.58931457597054
315,306000001020080001,1,영업/정상,0,정상,,서울특별시 중랑구 중화동 207 ,"494-7582,",서울특별시 중랑구 망우로 247 (중화동),2117.0,로얄동물메디컬센터,2021-08-13,127.08001976999981,37.59543562890142
316,306000001020090001,1,영업/정상,0,정상,,서울특별시 중랑구 면목동 606-6번지 ,437-7579,서울특별시 중랑구 사가정로 363 (면목동),2227.0,면목동물병원,2018-11-01,127.08490194088373,37.58121544125563
317,306000001020100001,1,영업/정상,0,정상,,서울특별시 중랑구 신내동 648번지 디아뜨갤러리 ,0234220977,"서울특별시 중랑구 신내로 225, 디아뜨갤러리 142호 (신내동)",2024.0,하니동물병원,2018-10-12,127.09129202319775,37.616957415336586
318,306000001020100002,1,영업/정상,0,정상,,"서울특별시 중랑구 면목동 119-10 1,2층 ",2208-6788,"서울특별시 중랑구 겸재로 165, 1,2층 (면목동)",2145.0,한국동물메디컬센터(KAMC),2021-06-03,127.08589954575771,37.588194684240015
319,306000001020190002,1,영업/정상,0,정상,,서울특별시 중랑구 신내동 563-2번지 ,02-433-7515,서울특별시 중랑구 신내로 66 (신내동),2069.0,아이봄 동물병원,2019-09-08,127.09562721005543,37.60504884095696
320,306000001020200001,1,영업/정상,0,정상,,서울특별시 중랑구 면목동 172-93번지 ,02-470-4707,"서울특별시 중랑구 동일로 593, 2층 (면목동)",2232.0,레미 동물병원,2020-06-12,127.0794684301132,37.58335595562549
321,306000001020210002,1,영업/정상,0,정상,,서울특별시 중랑구 면목동 71-41 ,,"서울특별시 중랑구 상봉로 17, 1층 (면목동)",2202.0,닥터멍동물병원,2021-04-29,127.09412600042516,37.58749587059373
323,306000001020030002,1,영업/정상,0,정상,,서울특별시 중랑구 상봉동 137-7 ,2094-8344,서울특별시 중랑구 중랑천로 71 (상봉동),,서울우유협동조합유우진료소,2022-01-23,127.07236905164828,37.591725888629846
324,306000001020130001,1,영업/정상,0,정상,,서울특별시 중랑구 상봉동 99-10 ,2208-0329,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",2098.0,닥터 아이펫 동물병원,2021-06-03,127.08747279202046,37.59722893022389
325,306000001020140001,1,영업/정상,0,정상,,서울특별시 중랑구 신내동 645번지 홈플러스 2층 ,3421-9075,"서울특별시 중랑구 신내로 201, 2층 (신내동, 홈플러스)",2024.0,도그플러스 동물병원,2018-08-31,127.09376325782108,37.615794649298955
326,306000001020140002,1,영업/정상,0,정상,,서울특별시 중랑구 신내동 405-5번지 ,02-433-3387,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",2067.0,행복이 있는 동물병원,2018-08-31,127.09836100176489,37.60781942893978
327,306000001020160001,1,영업/정상,0,정상,,서울특별시 중랑구 면목동 17-31번지 ,02-494-7775,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",2189.0,보담동물병원,2018-08-31,127.0974041181564,37.58995069309038
328,306000001020170001,1,영업/정상,0,정상,,서울특별시 중랑구 중화동 207-6번지 ,02-6215-3416,"서울특별시 중랑구 망우로 241, 지하1층 (중화동, 영해빌딩)",2117.0,한국동물영상의학센터,2018-08-31,127.07942270479505,37.59504205753519
329,306000001020180001,1,영업/정상,0,정상,,서울특별시 중랑구 상봉동 137-16번지 ,,서울특별시 중랑구 중랑천로 81 (상봉동),2118.0,중랑차 동물병원,2019-07-03,127.07263642716646,37.59243803713411
330,306000001019910001,1,영업/정상,0,정상,,서울특별시 중랑구 묵동 175-2번지 3층 ,973-1953,"서울특별시 중랑구 동일로 920, 3층 (묵동)",2033.0,태능동물병원,2019-04-04,127.07757937039554,37.61259595606131
331,306000001019920001,1,영업/정상,0,정상,,서울특별시 중랑구 면목동 497-7번지 혜원동물병원 ,439-8300,"서울특별시 중랑구 면목로 341, 혜원동물병원 (면목동)",2228.0,혜원동물병원,2018-10-12,127.08829215382633,37.582349243083975
